n,scheme,trial,latency_us
256,hybrid,145,241
256,hash_only,145,1
256,lattice_only,145,1158
256,hybrid,146,238
256,hash_only,146,1
256,lattice_only,146,1086
256,hybrid,147,261
256,hash_only,147,1
256,lattice_only,147,1071
256,hybrid,148,249
256,hash_only,148,1
256,lattice_only,148,1158
256,hybrid,149,239
256,hash_only,149,1
256,lattice_only,149,1092
256,hybrid,150,260
256,hash_only,150,1
256,lattice_only,150,1089
256,hybrid,151,250
256,hash_only,151,1
256,lattice_only,151,1149
256,hybrid,152,240
256,hash_only,152,1
256,lattice_only,152,1080
256,hybrid,153,263
256,hash_only,153,1
256,lattice_only,153,1077
256,hybrid,154,244
256,hash_only,154,1
256,lattice_only,154,1161
256,hybrid,155,241
256,hash_only,155,1
256,lattice_only,155,1089
256,hybrid,156,261
256,hash_only,156,1
256,lattice_only,156,1059
256,hybrid,157,241
256,hash_only,157,1
256,lattice_only,157,1278
256,hybrid,158,238
256,hash_only,158,1
256,lattice_only,158,1128
256,hybrid,159,266
256,hash_only,159,1
256,lattice_only,159,1074
256,hybrid,160,239
256,hash_only,160,1
256,lattice_only,160,1149
256,hybrid,161,235
256,hash_only,161,1
256,lattice_only,161,1089
256,hybrid,162,262
256,hash_only,162,1
256,lattice_only,162,1059
256,hybrid,163,246
256,hash_only,163,1
256,lattice_only,163,1311
256,hybrid,164,237
256,hash_only,164,1
256,lattice_only,164,1086
256,hybrid,165,261
256,hash_only,165,1
256,lattice_only,165,1071
256,hybrid,166,239
256,hash_only,166,1
256,lattice_only,166,1155
256,hybrid,167,240
256,hash_only,167,1
256,lattice_only,167,1092
256,hybrid,168,269
256,hash_only,168,1
256,lattice_only,168,1083
256,hybrid,169,238
256,hash_only,169,1
256,lattice_only,169,1266
256,hybrid,170,244
256,hash_only,170,1
256,lattice_only,170,1068
256,hybrid,171,271
256,hash_only,171,1
256,lattice_only,171,1074
256,hybrid,172,237
256,hash_only,172,1
256,lattice_only,172,1155
256,hybrid,173,237
256,hash_only,173,1
256,lattice_only,173,1080
256,hybrid,174,309
256,hash_only,174,1
256,lattice_only,174,1074
256,hybrid,175,243
256,hash_only,175,1
256,lattice_only,175,1311
256,hybrid,176,241
256,hash_only,176,1
256,lattice_only,176,1086
256,hybrid,177,267
256,hash_only,177,1
256,lattice_only,177,1065
256,hybrid,178,241
256,hash_only,178,1
256,lattice_only,178,1152
256,hybrid,179,239
256,hash_only,179,1
256,lattice_only,179,1068
256,hybrid,180,241
256,hash_only,180,1
256,lattice_only,180,1089
256,hybrid,181,239
256,hash_only,181,1
256,lattice_only,181,1284
256,hybrid,182,242
256,hash_only,182,1
256,lattice_only,182,1092
256,hybrid,183,276
256,hash_only,183,1
256,lattice_only,183,1074
256,hybrid,184,239
256,hash_only,184,1
256,lattice_only,184,1509
256,hybrid,185,245
256,hash_only,185,2
256,lattice_only,185,1119
256,hybrid,186,257
256,hash_only,186,2
256,lattice_only,186,1344
256,hybrid,187,271
256,hash_only,187,1
256,lattice_only,187,1089
256,hybrid,188,241
256,hash_only,188,7
256,lattice_only,188,1143
256,hybrid,189,240
256,hash_only,189,1
256,lattice_only,189,1077
256,hybrid,190,263
256,hash_only,190,1
256,lattice_only,190,1083
256,hybrid,191,268
256,hash_only,191,1
256,lattice_only,191,1161
256,hybrid,192,252
256,hash_only,192,1
256,lattice_only,192,1221
256,hybrid,193,272
256,hash_only,193,1
256,lattice_only,193,1134
256,hybrid,194,246
256,hash_only,194,1
256,lattice_only,194,1176
256,hybrid,195,241
256,hash_only,195,1
256,lattice_only,195,1188
256,hybrid,196,244
256,hash_only,196,1
256,lattice_only,196,1083
256,hybrid,197,241
256,hash_only,197,1
256,lattice_only,197,1131
256,hybrid,198,238
256,hash_only,198,1
256,lattice_only,198,1299
256,hybrid,199,239
256,hash_only,199,1
256,lattice_only,199,1086
512,hybrid,0,1006
512,hash_only,0,2
512,lattice_only,0,4341
512,hybrid,1,943
512,hash_only,1,1
512,lattice_only,1,4458
512,hybrid,2,940
512,hash_only,2,2
512,lattice_only,2,4248
512,hybrid,3,941
512,hash_only,3,2
512,lattice_only,3,4515
512,hybrid,4,945
512,hash_only,4,1
512,lattice_only,4,4395
512,hybrid,5,989
512,hash_only,5,2
512,lattice_only,5,4311
512,hybrid,6,951
512,hash_only,6,2
512,lattice_only,6,4473
512,hybrid,7,954
512,hash_only,7,2
512,lattice_only,7,4404
512,hybrid,8,988
512,hash_only,8,2
512,lattice_only,8,4440
512,hybrid,9,978
512,hash_only,9,2
512,lattice_only,9,4506
512,hybrid,10,992
512,hash_only,10,2
512,lattice_only,10,4245
512,hybrid,11,945
512,hash_only,11,2
512,lattice_only,11,4611
512,hybrid,12,960
512,hash_only,12,2
512,lattice_only,12,4371
512,hybrid,13,1021
512,hash_only,13,2
512,lattice_only,13,4488
512,hybrid,14,953
512,hash_only,14,2
512,lattice_only,14,4464
512,hybrid,15,940
512,hash_only,15,2
512,lattice_only,15,4374
512,hybrid,16,1000
512,hash_only,16,2
512,lattice_only,16,4344
512,hybrid,17,949
512,hash_only,17,2
512,lattice_only,17,4587
512,hybrid,18,955
512,hash_only,18,2
512,lattice_only,18,4452
512,hybrid,19,951
512,hash_only,19,2
512,lattice_only,19,4566
512,hybrid,20,944
512,hash_only,20,2
512,lattice_only,20,4278
512,hybrid,21,1002
512,hash_only,21,2
512,lattice_only,21,4329
512,hybrid,22,948
512,hash_only,22,2
512,lattice_only,22,4446
512,hybrid,23,957
512,hash_only,23,2
512,lattice_only,23,4269
512,hybrid,24,996
512,hash_only,24,2
512,lattice_only,24,4257
512,hybrid,25,936
512,hash_only,25,2
512,lattice_only,25,4353
512,hybrid,26,941
512,hash_only,26,2
512,lattice_only,26,4452
512,hybrid,27,952
512,hash_only,27,2
512,lattice_only,27,4392
512,hybrid,28,939
512,hash_only,28,2
512,lattice_only,28,4638
512,hybrid,29,1047
512,hash_only,29,2
512,lattice_only,29,4278
512,hybrid,30,971
512,hash_only,30,2
512,lattice_only,30,4458
512,hybrid,31,942
512,hash_only,31,2
512,lattice_only,31,4239
512,hybrid,32,975
512,hash_only,32,2
512,lattice_only,32,4491
512,hybrid,33,959
512,hash_only,33,2
512,lattice_only,33,4224
512,hybrid,34,981
512,hash_only,34,2
512,lattice_only,34,4305
512,hybrid,35,938
512,hash_only,35,2
512,lattice_only,35,4389
512,hybrid,36,933
512,hash_only,36,2
512,lattice_only,36,4365
512,hybrid,37,1002
512,hash_only,37,2
512,lattice_only,37,4227
512,hybrid,38,956
512,hash_only,38,2
512,lattice_only,38,4365
512,hybrid,39,938
512,hash_only,39,1
512,lattice_only,39,4323
512,hybrid,40,965
512,hash_only,40,1
512,lattice_only,40,4362
512,hybrid,41,950
512,hash_only,41,2
512,lattice_only,41,4323
512,hybrid,42,1023
512,hash_only,42,2
512,lattice_only,42,4335
512,hybrid,43,936
512,hash_only,43,2
512,lattice_only,43,4494
512,hybrid,44,942
512,hash_only,44,2
512,lattice_only,44,4314
512,hybrid,45,934
512,hash_only,45,2
512,lattice_only,45,4485
512,hybrid,46,945
512,hash_only,46,2
512,lattice_only,46,4263
512,hybrid,47,994
512,hash_only,47,2
512,lattice_only,47,4377
512,hybrid,48,926
512,hash_only,48,2
512,lattice_only,48,4404
512,hybrid,49,951
512,hash_only,49,2
512,lattice_only,49,4317
512,hybrid,50,1027
512,hash_only,50,3
512,lattice_only,50,4449
512,hybrid,51,974
512,hash_only,51,2
512,lattice_only,51,4647
512,hybrid,52,966
512,hash_only,52,2
512,lattice_only,52,4287
512,hybrid,53,937
512,hash_only,53,2
512,lattice_only,53,4494
512,hybrid,54,908
512,hash_only,54,1
512,lattice_only,54,4221
512,hybrid,55,988
512,hash_only,55,2
512,lattice_only,55,4290
512,hybrid,56,955
512,hash_only,56,2
512,lattice_only,56,5070
512,hybrid,57,976
512,hash_only,57,2
512,lattice_only,57,5034
512,hybrid,58,1025
512,hash_only,58,2
512,lattice_only,58,4302
512,hybrid,59,959
512,hash_only,59,2
512,lattice_only,59,4479
512,hybrid,60,958
512,hash_only,60,2
512,lattice_only,60,4290
512,hybrid,61,950
512,hash_only,61,2
512,lattice_only,61,4452
512,hybrid,62,963
512,hash_only,62,2
512,lattice_only,62,4206
512,hybrid,63,991
512,hash_only,63,2
512,lattice_only,63,4392
512,hybrid,64,962
512,hash_only,64,2
512,lattice_only,64,4359
512,hybrid,65,959
512,hash_only,65,2
512,lattice_only,65,4401
512,hybrid,66,993
512,hash_only,66,2
512,lattice_only,66,4269
512,hybrid,67,947
512,hash_only,67,2
512,lattice_only,67,4377
512,hybrid,68,947
512,hash_only,68,1
512,lattice_only,68,4416
512,hybrid,69,978
512,hash_only,69,2
512,lattice_only,69,4440
512,hybrid,70,950
512,hash_only,70,1
512,lattice_only,70,4356
512,hybrid,71,1000
512,hash_only,71,2
512,lattice_only,71,4296
512,hybrid,72,953
512,hash_only,72,1
512,lattice_only,72,4437
512,hybrid,73,953
512,hash_only,73,2
512,lattice_only,73,4326
512,hybrid,74,949
512,hash_only,74,1
512,lattice_only,74,4476
512,hybrid,75,953
512,hash_only,75,2
512,lattice_only,75,4218
512,hybrid,76,996
512,hash_only,76,2
512,lattice_only,76,4851
512,hybrid,77,969
512,hash_only,77,2
512,lattice_only,77,4530
512,hybrid,78,942
512,hash_only,78,2
512,lattice_only,78,4356
512,hybrid,79,985
512,hash_only,79,2
512,lattice_only,79,4209
512,hybrid,80,949
512,hash_only,80,2
512,lattice_only,80,4506
512,hybrid,81,986
512,hash_only,81,2
512,lattice_only,81,4305
512,hybrid,82,966
512,hash_only,82,2
512,lattice_only,82,4530
512,hybrid,83,980
512,hash_only,83,2
512,lattice_only,83,4473
512,hybrid,84,1016
512,hash_only,84,2
512,lattice_only,84,4506
512,hybrid,85,980
512,hash_only,85,2
512,lattice_only,85,4569
512,hybrid,86,972
512,hash_only,86,2
512,lattice_only,86,4500
512,hybrid,87,1024
512,hash_only,87,2
512,lattice_only,87,4473
512,hybrid,88,974
512,hash_only,88,2
512,lattice_only,88,4764
512,hybrid,89,966
512,hash_only,89,2
512,lattice_only,89,4389
512,hybrid,90,1004
512,hash_only,90,2
512,lattice_only,90,4230
512,hybrid,91,959
512,hash_only,91,2
512,lattice_only,91,4398
512,hybrid,92,942
512,hash_only,92,1
512,lattice_only,92,4374
512,hybrid,93,944
512,hash_only,93,2
512,lattice_only,93,4341
512,hybrid,94,933
512,hash_only,94,2
512,lattice_only,94,4302
512,hybrid,95,980
512,hash_only,95,2
512,lattice_only,95,4260
512,hybrid,96,947
512,hash_only,96,1
512,lattice_only,96,4482
512,hybrid,97,950
512,hash_only,97,2
512,lattice_only,97,4275
512,hybrid,98,956
512,hash_only,98,2
512,lattice_only,98,4488
512,hybrid,99,904
512,hash_only,99,1
512,lattice_only,99,4338
512,hybrid,100,987
512,hash_only,100,2
512,lattice_only,100,4209
512,hybrid,101,962
512,hash_only,101,2
512,lattice_only,101,4506
512,hybrid,102,928
512,hash_only,102,1
512,lattice_only,102,4269
512,hybrid,103,938
512,hash_only,103,2
512,lattice_only,103,4443
512,hybrid,104,946
512,hash_only,104,2
512,lattice_only,104,4272
512,hybrid,105,990
512,hash_only,105,1
512,lattice_only,105,4359
512,hybrid,106,940
512,hash_only,106,1
512,lattice_only,106,4410
512,hybrid,107,950
512,hash_only,107,2
512,lattice_only,107,4383
512,hybrid,108,980
512,hash_only,108,2
512,lattice_only,108,4308
512,hybrid,109,948
512,hash_only,109,2
512,lattice_only,109,4395
512,hybrid,110,934
512,hash_only,110,1
512,lattice_only,110,4353
512,hybrid,111,939
512,hash_only,111,2
512,lattice_only,111,4413
512,hybrid,112,948
512,hash_only,112,2
512,lattice_only,112,4380
512,hybrid,113,977
512,hash_only,113,2
512,lattice_only,113,4272
512,hybrid,114,1002
512,hash_only,114,2
512,lattice_only,114,4551
512,hybrid,115,985
512,hash_only,115,2
512,lattice_only,115,4299
512,hybrid,116,969
512,hash_only,116,2
512,lattice_only,116,4623
512,hybrid,117,966
512,hash_only,117,1
512,lattice_only,117,4272
512,hybrid,118,993
512,hash_only,118,2
512,lattice_only,118,4386
512,hybrid,119,954
512,hash_only,119,2
512,lattice_only,119,4368
512,hybrid,120,933
512,hash_only,120,2
512,lattice_only,120,4314
512,hybrid,121,1006
512,hash_only,121,2
512,lattice_only,121,4230
512,hybrid,122,948
512,hash_only,122,2
512,lattice_only,122,4500
512,hybrid,123,939
512,hash_only,123,1
512,lattice_only,123,4239
512,hybrid,124,941
512,hash_only,124,1
512,lattice_only,124,4410
512,hybrid,125,944
512,hash_only,125,2
512,lattice_only,125,4347
512,hybrid,126,979
512,hash_only,126,2
512,lattice_only,126,4299
512,hybrid,127,950
512,hash_only,127,1
512,lattice_only,127,4428
512,hybrid,128,941
512,hash_only,128,1
512,lattice_only,128,4206
512,hybrid,129,950
512,hash_only,129,2
512,lattice_only,129,4428
512,hybrid,130,941
512,hash_only,130,1
512,lattice_only,130,4200
512,hybrid,131,995
512,hash_only,131,2
512,lattice_only,131,4395
512,hybrid,132,920
512,hash_only,132,1
512,lattice_only,132,4452
512,hybrid,133,934
512,hash_only,133,2
512,lattice_only,133,4215
512,hybrid,134,973
512,hash_only,134,2
512,lattice_only,134,4281
512,hybrid,135,934
512,hash_only,135,1
512,lattice_only,135,4221
512,hybrid,136,999
512,hash_only,136,2
512,lattice_only,136,4281
512,hybrid,137,953
512,hash_only,137,1
512,lattice_only,137,4473
512,hybrid,138,959
512,hash_only,138,2
512,lattice_only,138,4293
512,hybrid,139,985
512,hash_only,139,2
512,lattice_only,139,4284
512,hybrid,140,930
512,hash_only,140,2
512,lattice_only,140,4476
512,hybrid,141,939
512,hash_only,141,1
512,lattice_only,141,4179
512,hybrid,142,933
512,hash_only,142,1
512,lattice_only,142,4383
512,hybrid,143,942
512,hash_only,143,2
512,lattice_only,143,4347
512,hybrid,144,1012
512,hash_only,144,2
512,lattice_only,144,4206
512,hybrid,145,946
512,hash_only,145,2
512,lattice_only,145,4497
512,hybrid,146,942
512,hash_only,146,1
512,lattice_only,146,4242
512,hybrid,147,934
512,hash_only,147,2
512,lattice_only,147,4497
512,hybrid,148,949
512,hash_only,148,2
512,lattice_only,148,4281
512,hybrid,149,976
512,hash_only,149,2
512,lattice_only,149,4302
512,hybrid,150,894
512,hash_only,150,1
512,lattice_only,150,4488
512,hybrid,151,947
512,hash_only,151,1
512,lattice_only,151,4299
512,hybrid,152,945
512,hash_only,152,1
512,lattice_only,152,4596
512,hybrid,153,936
512,hash_only,153,2
512,lattice_only,153,4269
512,hybrid,154,974
512,hash_only,154,2
512,lattice_only,154,4383
512,hybrid,155,938
512,hash_only,155,1
512,lattice_only,155,4329
512,hybrid,156,930
512,hash_only,156,2
512,lattice_only,156,4305
512,hybrid,157,996
512,hash_only,157,2
512,lattice_only,157,4224
512,hybrid,158,929
512,hash_only,158,1
512,lattice_only,158,4374
512,hybrid,159,913
512,hash_only,159,2
512,lattice_only,159,4233
512,hybrid,160,937
512,hash_only,160,1
512,lattice_only,160,4329
512,hybrid,161,930
512,hash_only,161,2
512,lattice_only,161,4380
512,hybrid,162,984
512,hash_only,162,2
512,lattice_only,162,4233
512,hybrid,163,943
512,hash_only,163,1
512,lattice_only,163,4557
512,hybrid,164,934
512,hash_only,164,2
512,lattice_only,164,4224
512,hybrid,165,949
512,hash_only,165,1
512,lattice_only,165,4485
512,hybrid,166,964
512,hash_only,166,2
512,lattice_only,166,4224
512,hybrid,167,999
512,hash_only,167,2
512,lattice_only,167,4272
512,hybrid,168,926
512,hash_only,168,1
512,lattice_only,168,4440
512,hybrid,169,939
512,hash_only,169,1
512,lattice_only,169,4230
512,hybrid,170,945
512,hash_only,170,1
512,lattice_only,170,4413
512,hybrid,171,970
512,hash_only,171,2
512,lattice_only,171,4233
512,hybrid,172,989
512,hash_only,172,2
512,lattice_only,172,4296
512,hybrid,173,945
512,hash_only,173,2
512,lattice_only,173,4341
512,hybrid,174,948
512,hash_only,174,2
512,lattice_only,174,4368
512,hybrid,175,976
512,hash_only,175,2
512,lattice_only,175,4290
512,hybrid,176,928
512,hash_only,176,2
512,lattice_only,176,4401
512,hybrid,177,945
512,hash_only,177,1
512,lattice_only,177,4305
512,hybrid,178,964
512,hash_only,178,2
512,lattice_only,178,4356
512,hybrid,179,945
512,hash_only,179,1
512,lattice_only,179,4302
512,hybrid,180,975
512,hash_only,180,2
512,lattice_only,180,4212
512,hybrid,181,950
512,hash_only,181,1
512,lattice_only,181,4419
512,hybrid,182,944
512,hash_only,182,2
512,lattice_only,182,4257
512,hybrid,183,954
512,hash_only,183,2
512,lattice_only,183,4560
512,hybrid,184,936
512,hash_only,184,1
512,lattice_only,184,4296
512,hybrid,185,1023
512,hash_only,185,2
512,lattice_only,185,4215
512,hybrid,186,940
512,hash_only,186,1
512,lattice_only,186,4548
512,hybrid,187,1161
512,hash_only,187,2
512,lattice_only,187,4695
512,hybrid,188,1119
512,hash_only,188,3
512,lattice_only,188,4326
512,hybrid,189,946
512,hash_only,189,2
512,lattice_only,189,4521
512,hybrid,190,953
512,hash_only,190,2
512,lattice_only,190,4248
512,hybrid,191,946
512,hash_only,191,2
512,lattice_only,191,4602
512,hybrid,192,938
512,hash_only,192,2
512,lattice_only,192,4281
512,hybrid,193,995
512,hash_only,193,2
512,lattice_only,193,4377
512,hybrid,194,965
512,hash_only,194,2
512,lattice_only,194,4431
512,hybrid,195,957
512,hash_only,195,2
512,lattice_only,195,4380
512,hybrid,196,992
512,hash_only,196,2
512,lattice_only,196,4284
512,hybrid,197,945
512,hash_only,197,2
512,lattice_only,197,4461
512,hybrid,198,943
512,hash_only,198,2
512,lattice_only,198,4299
512,hybrid,199,945
512,hash_only,199,2
512,lattice_only,199,4572
768,hybrid,0,2190
768,hash_only,0,2
768,lattice_only,0,10026
768,hybrid,1,2088
768,hash_only,1,2
768,lattice_only,1,9795
768,hybrid,2,2421
768,hash_only,2,2
768,lattice_only,2,10098
768,hybrid,3,2088
768,hash_only,3,2
768,lattice_only,3,10503
768,hybrid,4,2100
768,hash_only,4,2
768,lattice_only,4,9654
768,hybrid,5,2127
768,hash_only,5,2
768,lattice_only,5,9621
768,hybrid,6,2096
768,hash_only,6,2
768,lattice_only,6,9738
768,hybrid,7,2196
768,hash_only,7,2
768,lattice_only,7,9693
768,hybrid,8,2131
768,hash_only,8,2
768,lattice_only,8,9666
768,hybrid,9,2220
768,hash_only,9,2
768,lattice_only,9,9777
768,hybrid,10,2154
768,hash_only,10,2
768,lattice_only,10,9726
768,hybrid,11,2152
768,hash_only,11,2
768,lattice_only,11,9699
768,hybrid,12,2085
768,hash_only,12,2
768,lattice_only,12,9669
768,hybrid,13,2135
768,hash_only,13,2
768,lattice_only,13,9933
768,hybrid,14,2089
768,hash_only,14,2
768,lattice_only,14,9735
768,hybrid,15,2070
768,hash_only,15,2
768,lattice_only,15,9810
768,hybrid,16,2134
768,hash_only,16,2
768,lattice_only,16,9654
768,hybrid,17,2078
768,hash_only,17,2
768,lattice_only,17,9573
768,hybrid,18,2080
768,hash_only,18,2
768,lattice_only,18,9903
768,hybrid,19,2106
768,hash_only,19,2
768,lattice_only,19,9603
768,hybrid,20,2087
768,hash_only,20,2
768,lattice_only,20,9885
768,hybrid,21,2187
768,hash_only,21,2
768,lattice_only,21,9657
768,hybrid,22,2136
768,hash_only,22,2
768,lattice_only,22,9684
768,hybrid,23,2116
768,hash_only,23,2
768,lattice_only,23,9729
768,hybrid,24,2137
768,hash_only,24,2
768,lattice_only,24,9504
768,hybrid,25,2104
768,hash_only,25,2
768,lattice_only,25,9810
768,hybrid,26,2144
768,hash_only,26,2
768,lattice_only,26,9780
768,hybrid,27,2159
768,hash_only,27,2
768,lattice_only,27,9555
768,hybrid,28,2112
768,hash_only,28,2
768,lattice_only,28,9762
768,hybrid,29,2134
768,hash_only,29,2
768,lattice_only,29,9705
768,hybrid,30,2119
768,hash_only,30,2
768,lattice_only,30,9531
768,hybrid,31,2109
768,hash_only,31,2
768,lattice_only,31,9687
768,hybrid,32,2097
768,hash_only,32,2
768,lattice_only,32,9768
768,hybrid,33,2158
768,hash_only,33,2
768,lattice_only,33,9774
768,hybrid,34,2079
768,hash_only,34,2
768,lattice_only,34,9702
768,hybrid,35,2078
768,hash_only,35,2
768,lattice_only,35,9696
768,hybrid,36,2130
768,hash_only,36,2
768,lattice_only,36,9819
768,hybrid,37,2086
768,hash_only,37,2
768,lattice_only,37,9750
768,hybrid,38,2113
768,hash_only,38,2
768,lattice_only,38,9570
768,hybrid,39,2143
768,hash_only,39,2
768,lattice_only,39,9678
768,hybrid,40,2130
768,hash_only,40,2
768,lattice_only,40,9966
768,hybrid,41,2114
768,hash_only,41,2
768,lattice_only,41,9507
768,hybrid,42,2122
768,hash_only,42,2
768,lattice_only,42,9711
768,hybrid,43,2089
768,hash_only,43,2
768,lattice_only,43,9810
768,hybrid,44,2127
768,hash_only,44,2
768,lattice_only,44,9567
768,hybrid,45,2137
768,hash_only,45,2
768,lattice_only,45,9801
768,hybrid,46,2095
768,hash_only,46,2
768,lattice_only,46,9657
768,hybrid,47,2121
768,hash_only,47,2
768,lattice_only,47,9609
768,hybrid,48,2136
768,hash_only,48,2
768,lattice_only,48,9693
768,hybrid,49,2112
768,hash_only,49,2
768,lattice_only,49,9663
768,hybrid,50,2138
768,hash_only,50,2
768,lattice_only,50,9984
768,hybrid,51,2082
768,hash_only,51,2
768,lattice_only,51,9729
768,hybrid,52,2107
768,hash_only,52,2
768,lattice_only,52,9753
768,hybrid,53,2154
768,hash_only,53,2
768,lattice_only,53,9711
768,hybrid,54,2074
768,hash_only,54,2
768,lattice_only,54,9597
768,hybrid,55,2136
768,hash_only,55,2
768,lattice_only,55,9906
768,hybrid,56,2135
768,hash_only,56,2
768,lattice_only,56,9690
768,hybrid,57,2097
768,hash_only,57,2
768,lattice_only,57,9618
768,hybrid,58,2144
768,hash_only,58,2
768,lattice_only,58,9594
768,hybrid,59,2178
768,hash_only,59,2
768,lattice_only,59,9690
768,hybrid,60,2121
768,hash_only,60,2
768,lattice_only,60,9777
768,hybrid,61,2457
768,hash_only,61,2
768,lattice_only,61,9558
768,hybrid,62,2125
768,hash_only,62,2
768,lattice_only,62,9690
768,hybrid,63,2084
768,hash_only,63,2
768,lattice_only,63,9669
768,hybrid,64,2128
768,hash_only,64,2
768,lattice_only,64,9675
768,hybrid,65,2087
768,hash_only,65,2
768,lattice_only,65,9696
768,hybrid,66,2121
768,hash_only,66,2
768,lattice_only,66,9726
768,hybrid,67,2167
768,hash_only,67,2
768,lattice_only,67,9624
768,hybrid,68,2088
768,hash_only,68,2
768,lattice_only,68,9672
768,hybrid,69,2098
768,hash_only,69,2
768,lattice_only,69,9825
768,hybrid,70,2118
768,hash_only,70,2
768,lattice_only,70,9696
768,hybrid,71,2085
768,hash_only,71,2
768,lattice_only,71,9741
768,hybrid,72,2184
768,hash_only,72,2
768,lattice_only,72,9579
768,hybrid,73,2156
768,hash_only,73,2
768,lattice_only,73,9885
768,hybrid,74,2075
768,hash_only,74,2
768,lattice_only,74,9651
768,hybrid,75,2170
768,hash_only,75,2
768,lattice_only,75,9519
768,hybrid,76,2133
768,hash_only,76,2
768,lattice_only,76,9696
768,hybrid,77,2105
768,hash_only,77,2
768,lattice_only,77,9798
768,hybrid,78,2146
768,hash_only,78,2
768,lattice_only,78,9567
768,hybrid,79,2145
768,hash_only,79,2
768,lattice_only,79,9681
768,hybrid,80,2094
768,hash_only,80,2
768,lattice_only,80,9960
768,hybrid,81,2124
768,hash_only,81,2
768,lattice_only,81,9723
